TestCase,used_classes,changeProneness,linesRatio,Max,Avg,Min,Sum,HarmonicMean,GeometricMean,StandardDeviation,MaxLinesRatio,AvgLinesRatio,MinLinesRatio,SumLinesRatio,HarmonicMeanLinesRatio,GeometricMeanLinesRatio,StandardDeviationLinesRatio
org.apache.commons.lang.builder.ToStringBuilderTest.testReflectionIntArrayArray,"[""ToStringBuilderTest"", ""ToStringBuilderTest"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""ToStringBuilder"", ""TestCase"", ""ToStringBuilderTest"", ""ToStringBuilderTest""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ClassUtilsTest.testShowJavaBug,"[""HashSet"", ""ClassUtilsTest"", ""Collections"", ""Object"", ""Class"", ""Method"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.BooleanUtilsTest.test_toStringOnOff_Boolean,"[""BooleanUtils"", ""BooleanUtilsTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.DefaultToStringStyleTest.testAppendSuper,"[""StringBuffer"", ""DefaultToStringStyleTest"", ""StringBuffer"", ""StringBuffer"", ""ToStringBuilder"", ""ToStringBuilder"", ""ToStringBuilder"", ""TestCase"", ""ToStringBuilder""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsTest.testIsEmptyObject,"[""String"", ""ArrayUtilsTest"", ""ArrayUtils"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.testBasicIgnoreTrimmed1,"[""StrTokenizer"", ""StrTokenizerTest"", ""StrMatcher"", ""StrTokenizer"", ""StrMatcher"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer"", ""TestCase"", ""StrTokenizer"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.test4,"[""StrTokenizer"", ""StrTokenizerTest"", ""StrTokenizer"", ""StrTokenizer"", ""StrMatcher"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer"", ""ArrayUtils"", ""TestCase"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""ObjectUtils"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrBuilderTest.testDeleteFirst_char,"[""StrBuilder"", ""StrBuilderTest"", ""StrBuilder"", ""StrBuilder"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.testBasicQuoted7,"[""StrTokenizer"", ""StrTokenizerTest"", ""StrMatcher"", ""StrTokenizer"", ""StrTokenizer"", ""TestCase"", ""StrTokenizer"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsTest.testToString,"[""ArrayUtils"", ""ArrayUtilsTest"", ""TestCase"", ""ArrayUtils""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.enums.ValuedEnumTest.testMap,"[""ValuedColorEnum"", ""ValuedEnumTest"", ""TestCase"", ""Map"", ""Set"", ""ValuedColorEnum"", ""List"", ""TestCase"", ""Map"", ""TestCase"", ""Map"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsTest.testReverse,"[""StringBuffer"", ""ArrayUtilsTest"", ""ArrayUtils"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.SystemUtilsTest.testJavaVersionAtLeastFloat,"[""SystemUtils"", ""SystemUtilsTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.ShortPrefixToStringStyleTest.testObjectArray,"[""ToStringBuilder"", ""ShortPrefixToStringStyleTest"", ""ToStringBuilder"", ""ToStringBuilder"", ""TestCase"", ""ToStringBuilder""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.math.RangeTest.testHashCode,"[""RangeTest$RangeTestFixture"", ""RangeTest"", ""Range"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrSubstitutorTest.testReplaceEmpty,"[""StrSubstitutorTest"", ""StrSubstitutorTest""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.CharUtilsTest.testIsAsciiAlphaUpper_char,"[""CharUtils"", ""CharUtilsTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.test2,"[""StrTokenizer"", ""StrTokenizerTest"", ""StrTokenizer"", ""StrTokenizer"", ""StrMatcher"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer"", ""ArrayUtils"", ""TestCase"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""ObjectUtils"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.ToStringBuilderTest.testReflectionStatics,"[""ToStringBuilderTest$ReflectionStaticFieldsFixture"", ""ToStringBuilderTest"", ""StringBuffer"", ""ToStringBuilderTest"", ""StringBuffer"", ""StringBuffer"", ""ToStringBuilderTest"", ""ReflectionToStringBuilder"", ""TestCase"", ""ToStringBuilderTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.mutable.MutableByteTest.testCompareTo,"[""MutableByte"", ""MutableByteTest"", ""MutableByte"", ""TestCase"", ""TestCase"", ""Byte""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.enums.EnumUtilsTest.testGetValue,"[""EnumUtilsTest"", ""EnumUtilsTest"", ""EnumUtils"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.HashCodeBuilderTest.testReflectionHashCodeEx1,"[""HashCodeBuilderTest$TestObject"", ""HashCodeBuilderTest"", ""HashCodeBuilder"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.BooleanUtilsTest.test_toBooleanObject_boolean,"[""BooleanUtils"", ""BooleanUtilsTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.SimpleToStringStyleTest.testLongArrayArray,"[""ToStringBuilder"", ""SimpleToStringStyleTest"", ""ToStringBuilder"", ""ToStringBuilder"", ""TestCase"", ""ToStringBuilder""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.enums.EnumTest.testOperationGet,"[""OperationEnum"", ""EnumTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.math.RangeTest.testToString,"[""RangeTest$RangeTestFixture"", ""RangeTest"", ""Range"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.CharRangeTest.testConstructorAccessors_CharBoolean_Normal,"[""CharRange"", ""CharRangeTest"", ""CharRange"", ""TestCase"", ""CharRange"", ""CharRange"", ""TestCase"", ""CharRange"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.StringUtilsTest.testRemoveStart,"[""StringUtils"", ""StringUtilsTest"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.SerializationUtilsTest.testDeserializeBytesNull,"[""SerializationUtils"", ""SerializationUtilsTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.SerializationUtilsTest.testSerializeStreamNullObj,"[""ByteArrayOutputStream"", ""SerializationUtilsTest"", ""SerializationUtils"", ""ObjectOutputStream"", ""ObjectOutputStream"", ""ObjectOutputStream"", ""ObjectOutputStream"", ""ByteArrayOutputStream"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.test1,"[""StrTokenizer"", ""StrTokenizerTest"", ""StrTokenizer"", ""StrTokenizer"", ""StrMatcher"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer"", ""ArrayUtils"", ""TestCase"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""ObjectUtils"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsTest.testToObject_double,"[""ArrayUtils"", ""ArrayUtilsTest"", ""TestCase"", ""TestCase"", ""Double"", ""Arrays"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.mutable.MutableFloatTest.testDecrement,"[""MutableFloat"", ""MutableFloatTest"", ""MutableFloat"", ""MutableFloat"", ""TestCase"", ""MutableFloat"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.enums.EnumTest.testNested,"[""Nest$ColorEnum"", ""EnumTest"", ""ArrayList"", ""List"", ""TestCase"", ""List"", ""Iterator"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrBuilderTest.testLength,"[""StrBuilder"", ""StrBuilderTest"", ""StrBuilder"", ""TestCase"", ""StrBuilder""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.mutable.MutableIntTest.testCompareTo,"[""MutableInt"", ""MutableIntTest"", ""MutableInt"", ""TestCase"", ""TestCase"", ""Integer""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.StandardToStringStyleTest.testObject,"[""Integer"", ""StandardToStringStyleTest"", ""ToStringBuilder"", ""ToStringBuilder"", ""ToStringBuilder"", ""TestCase"", ""ToStringBuilder"", ""ToStringBuilder"", ""ArrayList"", ""HashMap""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsTest.testToPrimitive_float,"[""ArrayUtils"", ""ArrayUtilsTest"", ""TestCase"", ""TestCase"", ""Float"", ""Arrays"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.ToStringBuilderTest.testBooleanArray,"[""StringBuffer"", ""ToStringBuilderTest"", ""StringBuffer"", ""StringBuffer"", ""ToStringBuilder"", ""ToStringBuilder"", ""ToStringBuilder"", ""TestCase"", ""ToStringBuilder""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.StringUtilsTest.testOverlayString_StringStringIntInt,"[""StringUtils"", ""StringUtilsTest"", ""TestCase"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.ToStringBuilderTest.testByteArrayArray,"[""StringBuffer"", ""ToStringBuilderTest"", ""StringBuffer"", ""StringBuffer"", ""ToStringBuilder"", ""ToStringBuilder"", ""ToStringBuilder"", ""TestCase"", ""ToStringBuilder""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.StringUtilsTest.testSplitPreserveAllTokens_StringString_StringStringInt,"[""StringUtils"", ""StringUtilsTest"", ""TestCase"", ""StringUtils"", ""TestCase"", ""StringUtilsTest"", ""String"", ""String"", ""String"", ""TestCase"", ""PrintStream""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.WordUtilsTest.testCapitalizeFullyWithDelimiters_String,"[""WordUtils"", ""WordUtilsTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.testBasic4,"[""StrTokenizer"", ""StrTokenizerTest"", ""StrTokenizer"", ""TestCase"", ""StrTokenizer"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.EqualsBuilderTest.testReflectionHierarchyEquals,"[""EqualsBuilderTest"", ""EqualsBuilderTest"", ""EqualsBuilderTest$TestTTLeafObject"", ""EqualsBuilder"", ""TestCase"", ""EqualsBuilderTest$TestObject"", ""EqualsBuilderTest$TestEmptySubObject"", ""EqualsBuilderTest$TestTSubObject"", ""EqualsBuilderTest$TestTTSubObject"", ""EqualsBuilderTest$TestTTLeafObject"", ""EqualsBuilderTest$TestSubObject"", ""EqualsBuilderTest$TestObject"", ""EqualsBuilderTest"", ""EqualsBuilderTest$TestSubObject"", ""EqualsBuilder"", ""TestCase"", ""EqualsBuilder""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrSubstitutorTest.testReplaceRecursive,"[""Map"", ""StrSubstitutorTest"", ""StrSubstitutorTest""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.time.FastDateFormatTest.testLowYearPadding,"[""Calendar"", ""FastDateFormatTest"", ""FastDateFormat"", ""Calendar"", ""FastDateFormat"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.StringUtilsSubstringTest.testSubstringBetween_StringStringString,"[""StringUtils"", ""StringUtilsSubstringTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.BitFieldTest.testIsAllSet,"[""BitField"", ""BitFieldTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.CharRangeTest.testConstructorAccessors_CharCharBoolean_ReversedNegated,"[""CharRange"", ""CharRangeTest"", ""CharRange"", ""TestCase"", ""CharRange"", ""CharRange"", ""TestCase"", ""CharRange"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.math.LongRangeTest.testConstructor1a,"[""LongRange"", ""LongRangeTest"", ""LongRange"", ""TestCase"", ""LongRange""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.StringUtilsTrimEmptyTest.testTrim,"[""StringUtils"", ""StringUtilsTrimEmptyTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.CompareToBuilderTest.testRaggedArray,"[""CompareToBuilder"", ""CompareToBuilderTest"", ""CompareToBuilder"", ""CompareToBuilder"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.SerializationUtilsTest.testException,"[""Exception"", ""SerializationUtilsTest"", ""SerializationException"", ""NestableRuntimeException"", ""TestCase"", ""NestableRuntimeException"", ""SerializationException"", ""SerializationException"", ""TestCase"", ""SerializationException""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.NumberRangeTest.testToString,"[""NumberRange"", ""NumberRangeTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrBuilderTest.testDeleteIntInt,"[""StrBuilder"", ""StrBuilderTest"", ""StrBuilder"", ""StrBuilder"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.time.FastDateFormatTest.testShortDateStyleWithLocales,"[""Locale"", ""FastDateFormatTest"", ""Calendar"", ""Calendar"", ""FastDateFormat"", ""FastDateFormat"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.StringUtilsEqualsIndexOfTest.testIndexOf_String,"[""StringUtils"", ""StringUtilsEqualsIndexOfTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.BooleanUtilsTest.test_toBooleanObject_String,"[""BooleanUtils"", ""BooleanUtilsTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.CompareToBuilderTest.testObjectComparator,"[""CompareToBuilder"", ""CompareToBuilderTest"", ""CompareToBuilder"", ""CompareToBuilder"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsRemoveTest.testRemoveElementIntArray,"[""ArrayUtils"", ""ArrayUtilsRemoveTest"", ""TestCase"", ""Arrays"", ""TestCase"", ""Object"", ""Class"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.enums.EnumTest.testExtended3List,"[""Extended3Enum"", ""EnumTest"", ""TestCase"", ""List"", ""TestCase"", ""Extended3Enum"", ""Map"", ""Set"", ""List"", ""Iterator"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.mutable.MutableFloatTest.testHashCode,"[""MutableFloat"", ""MutableFloatTest"", ""MutableFloat"", ""TestCase"", ""Float"", ""Float""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsTest.testLastIndexOfDoubleWithStartIndexTolerance,"[""ArrayUtils"", ""ArrayUtilsTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.CompareToBuilderTest.testReflectionCompareEx1,"[""CompareToBuilderTest$TestObject"", ""CompareToBuilderTest"", ""CompareToBuilder"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.mutable.MutableByteTest.testToString,"[""MutableByte"", ""MutableByteTest"", ""MutableByte"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsTest.testLastIndexOfShort,"[""ArrayUtils"", ""ArrayUtilsTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ClassUtilsTest.test_getShortClassName_Object,"[""ClassUtils"", ""ClassUtilsTest"", ""ClassUtils"", ""TestCase"", ""ClassUtilsTest$Inner""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.mutable.MutableShortTest.testEquals,"[""MutableShort"", ""MutableShortTest"", ""MutableShort"", ""TestCase"", ""Short""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.ReflectionToStringBuilderExcludeTest.test_toStringExcludeArray,"[""ReflectionToStringBuilderExcludeTest$TestFixture"", ""ReflectionToStringBuilderExcludeTest"", ""ReflectionToStringBuilder"", ""ReflectionToStringBuilderExcludeTest""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsRemoveTest.testRemoveElementByteArray,"[""ArrayUtils"", ""ArrayUtilsRemoveTest"", ""TestCase"", ""Arrays"", ""TestCase"", ""Object"", ""Class"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.math.FractionTest.testConstants,"[""Fraction"", ""FractionTest"", ""TestCase"", ""Fraction""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.test7,"[""StrTokenizer"", ""StrTokenizerTest"", ""StrMatcher"", ""StrTokenizer"", ""StrMatcher"", ""StrTokenizer"", ""StrMatcher"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer"", ""ArrayUtils"", ""TestCase"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer"", ""ObjectUtils"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.NumberRangeTest.testHashCode,"[""Integer"", ""NumberRangeTest"", ""Double"", ""NumberRange"", ""NumberRange"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsTest.testLastIndexOfByte,"[""ArrayUtils"", ""ArrayUtilsTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsRemoveTest.testRemoveBooleanArray,"[""ArrayUtils"", ""ArrayUtilsRemoveTest"", ""Arrays"", ""TestCase"", ""Object"", ""Class"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.testConstructor_charArray_char,"[""String"", ""StrTokenizerTest"", ""StrTokenizer"", ""StrTokenizer"", ""StrMatcher"", ""TestCase"", ""StrTokenizer"", ""TestCase"", ""StrTokenizer"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.testReset_String,"[""StrTokenizer"", ""StrTokenizerTest"", ""StrTokenizer"", ""StrTokenizer"", ""TestCase"", ""StrTokenizer"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.EntitiesTest.testTreeIntMap,"[""Entities$TreeEntityMap"", ""EntitiesTest"", ""EntitiesTest""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.IncompleteArgumentExceptionTest.test1arg_validInput,"[""IncompleteArgumentException"", ""IncompleteArgumentExceptionTest"", ""Throwable"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrBuilderAppendInsertTest.testAppendFixedWidthPadRight_int,"[""StrBuilder"", ""StrBuilderAppendInsertTest"", ""StrBuilder"", ""StrBuilder"", ""TestCase"", ""StrBuilder"", ""StrBuilder"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ArrayUtilsTest.testToPrimitive_double,"[""ArrayUtils"", ""ArrayUtilsTest"", ""TestCase"", ""TestCase"", ""Double"", ""Arrays"", ""TestCase"", ""Float"", ""ArrayUtils"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.ToStringBuilderTest.testInnerClassReflection,"[""ToStringBuilderTest$Outer"", ""ToStringBuilderTest"", ""StringBuffer"", ""ToStringBuilderTest"", ""StringBuffer"", ""StringBuffer"", ""ToStringBuilderTest$Outer"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.SystemUtilsTest.testIS_OS,"[""System"", ""SystemUtilsTest"", ""TestCase"", ""String"", ""String"", ""PrintStream""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.StringUtilsEqualsIndexOfTest.testContainsNone_String,"[""StringUtils"", ""StringUtilsEqualsIndexOfTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.WordUtilsTest.testInitials_String,"[""WordUtils"", ""WordUtilsTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.HashCodeBuilderTest.testLongArray,"[""HashCodeBuilder"", ""HashCodeBuilderTest"", ""HashCodeBuilder"", ""HashCodeBuilder"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.testIteration,"[""StrTokenizer"", ""StrTokenizerTest"", ""StrTokenizer"", ""TestCase"", ""StrTokenizer"", ""TestCase"", ""StrTokenizer"", ""StrTokenizer"", ""TestCase"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.mutable.MutableShortTest.testIncrement,"[""MutableShort"", ""MutableShortTest"", ""MutableShort"", ""MutableShort"", ""TestCase"", ""MutableShort"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ClassUtilsTest.testGetClassWithArrayClasses,"[""ClassUtilsTest"", ""ClassUtilsTest"", ""ClassUtilsTest""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ValidateTest.testNoNullElementsCollection2,"[""ArrayList"", ""ValidateTest"", ""List"", ""Validate"", ""TestCase"", ""Throwable"", ""TestCase"", ""List""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.StringUtilsEqualsIndexOfTest.testIndexOfAnyBut_StringChararray,"[""StringUtils"", ""StringUtilsEqualsIndexOfTest"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.StringEscapeUtilsTest.testEscapeHtml,"[""StringEscapeUtils"", ""StringEscapeUtilsTest"", ""TestCase"", ""StringWriter"", ""StringEscapeUtils"", ""StringWriter""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrMatcherTest.testQuoteMatcher,"[""StrMatcher"", ""StrMatcherTest"", ""TestCase"", ""StrMatcher"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.test6,"[""StrTokenizer"", ""StrTokenizerTest"", ""StrTokenizer"", ""StrTokenizer"", ""StrMatcher"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer"", ""StrTokenizer"", ""ArrayUtils"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.ToStringBuilderTest.testIntArrayArray,"[""StringBuffer"", ""ToStringBuilderTest"", ""StringBuffer"", ""StringBuffer"", ""ToStringBuilder"", ""ToStringBuilder"", ""ToStringBuilder"", ""TestCase"", ""ToStringBuilder""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.EntitiesTest.testEscapeNamedEntity,"[""EntitiesTest"", ""EntitiesTest""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrBuilderTest.testReplaceAll_StrMatcher_String,"[""StrBuilder"", ""StrBuilderTest"", ""StrBuilder"", ""StrBuilder"", ""TestCase"", ""StrMatcher"", ""StrMatcher"", ""StrMatcher""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.EntitiesTest.testBinaryIntMap,"[""Entities$BinaryEntityMap"", ""EntitiesTest"", ""EntitiesTest"", ""Entities$BinaryEntityMap"", ""Entities$BinaryEntityMap"", ""Entities$ArrayEntityMap"", ""TestCase"", ""Entities$BinaryEntityMap"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.IllegalClassExceptionTest.testConstructor_stringArg_nullInput,"[""IllegalClassException"", ""IllegalClassExceptionTest""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.ClassUtilsTest.test_getPackageName_Class,"[""ClassUtilsTest"", ""ClassUtilsTest"", ""ClassUtils"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.time.DateUtilsTest.testParseDate,"[""GregorianCalendar"", ""DateUtilsTest"", ""DateUtils"", ""Calendar"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.HashCodeBuilderTest.testLong,"[""HashCodeBuilder"", ""HashCodeBuilderTest"", ""HashCodeBuilder"", ""HashCodeBuilder"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.MultiLineToStringStyleTest.testLong,"[""StringBuffer"", ""MultiLineToStringStyleTest"", ""StringBuffer"", ""StringBuffer"", ""ToStringBuilder"", ""ToStringBuilder"", ""ToStringBuilder"", ""TestCase"", ""ToStringBuilder""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.mutable.MutableDoubleTest.testNanInfinite,"[""MutableDouble"", ""MutableDoubleTest"", ""MutableDouble"", ""TestCase"", ""MutableDouble""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.WordUtilsTest.testWrap_StringIntStringBoolean,"[""WordUtils"", ""WordUtilsTest"", ""TestCase"", ""System"", ""StringBuffer"", ""StringBuffer"", ""StringBuffer""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrMatcherTest.testCharSetMatcher_String,"[""StrMatcher"", ""StrMatcherTest"", ""StrMatcher"", ""TestCase"", ""StrMatcher"", ""TestCase"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.text.StrTokenizerTest.testBasicQuoted1,"[""StrTokenizer"", ""StrTokenizerTest"", ""StrTokenizer"", ""TestCase"", ""StrTokenizer"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
org.apache.commons.lang.builder.ToStringBuilderTest.testReflectionBoolean,"[""StringBuffer"", ""ToStringBuilderTest"", ""ToStringBuilderTest"", ""StringBuffer"", ""StringBuffer"", ""ToStringBuilder"", ""TestCase""]",[],[],,,,0.0,,,,,,,0.0,,,
